cycle,Population_size,Deleterious_muts,Beneficial_muts,Mean_fitness
15801,720,1716,133,0.566467
15901,732,1758,141,0.536406
16001,732,1732,137,0.576611
16101,723,1663,132,0.536436
16201,733,1693,149,0.550853
16301,731,1665,148,0.546555
16401,729,1725,145,0.535809
16501,754,1741,128,0.545529
16601,726,1632,145,0.56905
16701,745,1755,138,0.554088
16801,726,1697,133,0.543229
16901,723,1682,131,0.559094
17001,752,1760,134,0.561272
17101,741,1691,134,0.590735
17201,774,1679,141,0.568885
17301,773,1674,133,0.608012
17401,712,1702,140,0.558438
17501,745,1763,141,0.55532
17601,766,1764,142,0.536836
17701,756,1789,141,0.548329
17801,774,1741,144,0.545378
17901,714,1684,141,0.538354
18001,758,1723,148,0.540169
18101,728,1700,133,0.544319
18201,766,1743,156,0.537422
18301,716,1745,143,0.569662
18401,722,1735,141,0.553615
18501,728,1776,140,0.556714
18601,717,1776,138,0.558748
18701,713,1761,138,0.571944
18801,752,1788,141,0.568077
18901,735,1738,140,0.587445
19001,777,1800,143,0.566215
19101,742,1816,141,0.557084
19201,742,1833,133,0.525808
19301,756,1699,145,0.573748
19401,725,1789,140,0.540189
19501,742,1786,138,0.537174
19601,746,1805,150,0.541099
19701,722,1782,152,0.585086
19801,769,1760,156,0.557381
19901,762,1769,159,0.58612
20001,756,1743,156,0.567099
20101,739,1739,152,0.569235
20201,732,1750,152,0.563431
20301,742,1767,159,0.547396
20401,750,1799,157,0.588541
20501,715,1815,156,0.554334
20601,746,1859,164,0.5414
20701,719,1771,173,0.543697
20801,737,1782,174,0.581681
20901,773,1753,167,0.577408
21001,757,1853,176,0.531965
21101,708,1800,170,0.535867
21201,734,1866,168,0.542724
21301,785,1758,168,0.574546
21401,717,1753,160,0.56735
21501,759,1833,166,0.542839
21601,802,1873,166,0.549901
21701,737,1814,164,0.592467
21801,780,1791,178,0.552735
21901,775,1778,177,0.555078
22001,738,1753,171,0.545067
22101,760,1819,164,0.573248
22201,730,1781,173,0.56143
22301,735,1856,159,0.5546
22401,729,1756,164,0.551488
22501,783,1863,172,0.549527
22601,805,1798,178,0.56873
22701,731,1785,172,0.565912
22801,753,1814,169,0.564614
22901,748,1771,162,0.562717
23001,778,1836,173,0.554125
23101,777,1856,175,0.577805
23201,752,1807,173,0.554965
23301,767,1773,172,0.573688
23401,793,1884,181,0.559257
23501,756,1866,179,0.557439
23601,764,1826,193,0.565477
23701,763,1858,187,0.53341
23801,753,1840,184,0.562232
23901,739,1806,181,0.559625
24001,757,1799,183,0.572869
24101,791,1890,184,0.551214
24201,767,1884,193,0.541375
24301,779,1860,185,0.569224
24401,782,1925,186,0.554133
24501,767,1792,181,0.575489
24601,760,1879,188,0.53933
24701,773,1850,201,0.561967
24801,783,1938,180,0.558264
24901,769,1828,182,0.55003
25001,764,1837,184,0.575198
25101,772,1885,185,0.556827
25201,776,1821,180,0.555048
25301,748,1835,183,0.537002
25401,782,1853,176,0.562527
25501,780,1840,188,0.597889
25601,805,1930,197,0.551107
25701,758,1797,199,0.586352
25801,747,1888,192,0.539621
25901,732,1852,187,0.565249
26001,788,1931,191,0.56943
26101,769,1942,178,0.56458
26201,785,1856,189,0.54365
26301,827,1874,183,0.550267
26401,777,1843,187,0.568995
26501,758,1846,192,0.550211
26601,798,1959,198,0.548236
26701,781,2042,197,0.546727
26801,714,1872,190,0.552974
26901,798,1876,199,0.541715
27001,775,1840,190,0.54051
27101,761,1849,195,0.562247
27201,793,1895,183,0.55475
27301,791,1872,190,0.566286
27401,788,1906,196,0.525239
27501,830,1888,188,0.588854
27601,774,1932,186,0.528184
27701,839,1873,204,0.558825
27801,785,1909,202,0.530439
27901,815,1882,195,0.551102
28001,763,1851,199,0.571445
28101,815,1967,203,0.572714
28201,754,1901,203,0.545998
28301,776,1943,208,0.559621
28401,792,1878,219,0.55345
28501,779,1890,204,0.551173
28601,802,1975,210,0.568198
28701,824,2060,217,0.551103
28801,785,1862,213,0.564004
28901,748,1895,206,0.556259
29001,815,1965,212,0.555183
29101,815,1970,223,0.532124
29201,765,1893,206,0.548353
29301,743,1915,214,0.554849
29401,788,1891,207,0.551137
29501,801,1924,203,0.565516
29601,809,1967,206,0.535386
29701,803,1920,207,0.55041
29801,837,2033,217,0.567907
29901,811,1966,216,0.55147
30001,748,1957,214,0.569495
30101,808,2023,216,0.540005
30201,812,1920,204,0.558769
30301,792,2010,209,0.55233
30401,808,1982,211,0.565395
30501,811,2009,217,0.550527
30601,834,2043,217,0.557149
30701,805,1943,215,0.541017
30801,803,1902,215,0.595646
30901,828,2001,214,0.56931
31001,818,2004,213,0.58293
31101,784,1980,218,0.568381
31201,797,2062,219,0.539911
31301,764,1947,214,0.550095
31401,838,1976,212,0.537453
31501,811,1900,218,0.559164
31601,801,1973,225,0.549657
31701,828,1950,229,0.568773
31801,813,1925,233,0.574552
31901,794,2001,232,0.566258
32001,817,2041,223,0.54749
32101,835,1994,228,0.535868
32201,832,2001,235,0.573561
32301,812,1921,227,0.578407
32401,828,1991,234,0.580294
32501,846,1953,236,0.556961
32601,818,1897,228,0.559593
32701,856,2024,233,0.554608
32801,825,2001,234,0.534337
32901,810,2004,232,0.552136
33001,809,1993,239,0.551963
33101,830,2046,239,0.538155
33201,835,1998,234,0.557158
33301,835,2032,239,0.542837
33401,833,2068,239,0.563249
33501,769,1933,240,0.568029
33601,814,1924,249,0.553101
33701,817,2026,251,0.549712
33801,787,1970,252,0.540842
33901,813,2000,253,0.574979
34001,844,2077,241,0.585324
34101,852,2065,245,0.5665
34201,870,2137,239,0.543885
34301,845,2034,240,0.552513
34401,804,2032,238,0.563315
34501,814,2106,243,0.559907
34601,855,2092,240,0.558051
34701,807,2031,231,0.586559
34801,843,2043,228,0.551944
34901,793,2007,239,0.572964
35001,789,2090,253,0.550538
35101,817,2092,238,0.550516
35201,825,2113,234,0.577055
35301,834,2067,243,0.563282
35401,824,2069,247,0.579893
35501,859,2134,253,0.553969
35601,820,2113,255,0.571242
35701,805,2107,250,0.531875
35801,835,2074,237,0.539533
35901,843,2063,248,0.544293
36001,860,2070,240,0.565916
36101,814,2101,245,0.533212
36201,829,2092,250,0.541888
36301,836,2056,250,0.559912
36401,833,2081,246,0.55148
36501,834,2111,242,0.538531
36601,817,2000,253,0.576506
36701,818,1964,240,0.560183
36801,813,2006,255,0.561632
36901,803,2041,245,0.543655
37001,815,2154,256,0.558703
37101,806,2095,246,0.54599
37201,824,2103,257,0.545665
37301,850,2100,259,0.550474
37401,837,2023,246,0.571667
37501,827,2021,251,0.537077
37601,831,1980,242,0.543855
37701,846,2116,254,0.552048
37801,818,1993,242,0.55096
37901,828,2108,250,0.54512
38001,820,2036,251,0.561057
38101,840,1991,249,0.581438
38201,783,2050,250,0.549698
38301,824,2018,247,0.561552
38401,850,2059,238,0.569341
38501,832,2070,258,0.551482
38601,863,2071,255,0.55
38701,842,2093,254,0.570759
38801,819,2034,245,0.576358
38901,857,2066,259,0.549961
39001,826,2138,258,0.539389
39101,774,2081,266,0.586379
39201,828,2097,262,0.560242
39301,870,2062,264,0.54903
39401,815,2048,256,0.541921
39501,851,2090,266,0.547288
39601,839,2104,271,0.5438
39701,883,2105,271,0.549283
39801,857,2095,272,0.578084
39901,877,2117,267,0.550771
40001,841,2132,262,0.548252
40101,874,2104,268,0.56904
40201,857,2082,271,0.564126
40301,829,2062,266,0.562721
40401,883,2185,272,0.556812
40501,880,2077,269,0.550419
40601,822,2143,263,0.570273
40701,837,2134,275,0.574776
40801,821,2186,263,0.533381
40901,902,2206,286,0.552619
41001,844,2206,269,0.526154
41101,823,2211,277,0.560043
41201,894,2152,267,0.554566
41301,837,2092,287,0.571651
41401,855,2133,282,0.551698
41501,841,2086,270,0.546292
41601,833,2097,279,0.551527
41701,836,2134,283,0.556501
41801,880,2105,279,0.542886
41901,895,2127,280,0.555976
42001,923,2193,272,0.548126
42101,878,2290,282,0.555484
42201,878,2206,294,0.552051
42301,887,2167,294,0.563313
42401,838,2197,287,0.548092
42501,890,2134,267,0.555906
42601,873,2216,290,0.553319
42701,890,2126,292,0.583648
42801,895,2211,294,0.559178
42901,880,2171,292,0.559105
43001,887,2187,299,0.558417
43101,874,2273,289,0.558378
43201,912,2271,287,0.5553
43301,862,2222,284,0.555659
43401,896,2231,283,0.556355
43501,903,2233,293,0.538803
43601,852,2094,289,0.54122
43701,860,2253,300,0.56184
43801,891,2277,285,0.568152
43901,909,2131,296,0.568644
44001,847,2162,298,0.559013
44101,858,2162,298,0.554442
44201,896,2269,303,0.553323
44301,872,2232,288,0.538589
44401,891,2186,302,0.57259
44501,868,2165,301,0.573472
44601,871,2155,310,0.546852
44701,897,2189,318,0.557103
44801,875,2194,302,0.549809
44901,897,2288,307,0.564874
45001,953,2177,309,0.603995
45101,926,2184,310,0.54193
45201,868,2152,312,0.537211
45301,921,2238,322,0.549978
45401,869,2219,323,0.576403
45501,886,2260,324,0.552824
45601,905,2305,323,0.559326
45701,872,2139,315,0.565704
45801,875,2171,307,0.550771
45901,904,2229,310,0.55878
46001,912,2137,314,0.545347
46101,880,2216,307,0.567302
46201,915,2238,313,0.554796
46301,932,2271,314,0.583416
46401,893,2254,313,0.556698
46501,863,2226,319,0.566825
46601,901,2332,327,0.538999
46701,916,2263,311,0.555727
46801,883,2274,305,0.537994
46901,889,2250,327,0.553893
47001,901,2258,320,0.548999
47101,871,2252,315,0.550969
47201,894,2299,314,0.545423
47301,876,2253,322,0.569369
47401,924,2286,311,0.564715
47501,900,2273,308,0.555587
47601,925,2250,331,0.565691
47701,889,2354,327,0.545946
47801,894,2224,330,0.562621
47901,871,2206,342,0.546693
48001,905,2261,340,0.537551
48101,936,2281,328,0.545365
48201,859,2260,334,0.574414
48301,908,2297,343,0.555341
48401,878,2252,347,0.562806
48501,898,2298,321,0.561206
48601,960,2309,341,0.567776
48701,909,2265,334,0.561734
48801,865,2257,334,0.564726
48901,897,2239,341,0.565803
49001,863,2181,329,0.544433
49101,913,2285,339,0.563673
49201,931,2278,326,0.565896
49301,907,2304,338,0.590218
49401,892,2231,334,0.548376
49501,915,2334,344,0.575893
49601,887,2272,332,0.542037
49701,922,2308,338,0.579408
49801,930,2346,342,0.560741
49901,927,2353,354,0.546334
