cycle,Population_size,Deleterious_muts,Beneficial_muts,Mean_fitness
6501,711,1645,100,0.535601
6601,693,1573,104,0.543377
6701,694,1530,105,0.557689
6801,730,1648,103,0.556923
6901,737,1568,96,0.551022
7001,726,1641,96,0.586935
7101,714,1593,108,0.532788
7201,676,1609,104,0.571638
7301,702,1643,99,0.561226
7401,690,1618,105,0.560751
7501,729,1632,104,0.532443
7601,682,1593,105,0.555062
7701,662,1574,106,0.570859
7801,684,1586,111,0.557362
7901,705,1581,105,0.558602
8001,710,1674,122,0.563266
8101,673,1547,117,0.572153
8201,691,1546,109,0.579802
8301,754,1665,110,0.549333
8401,674,1655,110,0.533983
8501,731,1670,101,0.552853
8601,741,1643,110,0.541368
8701,743,1591,104,0.590624
8801,680,1616,104,0.563163
8901,733,1644,112,0.560918
9001,697,1582,109,0.581518
9101,749,1635,106,0.588677
9201,693,1547,113,0.57732
9301,738,1621,112,0.567604
9401,720,1727,105,0.543526
9501,697,1711,111,0.557553
9601,704,1642,114,0.544439
9701,671,1569,107,0.585251
9801,739,1656,119,0.557033
9901,719,1567,109,0.534605
10001,693,1597,127,0.594848
10101,740,1606,114,0.56157
10201,698,1593,114,0.568572
10301,688,1590,118,0.54193
10401,725,1633,127,0.591491
10501,762,1624,124,0.554735
10601,717,1653,127,0.551834
10701,706,1626,120,0.555443
10801,749,1742,129,0.54294
10901,707,1698,119,0.53824
11001,735,1670,122,0.56996
11101,721,1722,124,0.549418
11201,722,1679,120,0.558648
11301,749,1694,123,0.571268
11401,689,1663,133,0.551387
11501,723,1632,134,0.572119
11601,706,1650,128,0.546291
11701,753,1700,118,0.564506
11801,724,1663,140,0.544204
11901,680,1694,134,0.551639
12001,745,1680,137,0.567689
12101,730,1622,134,0.578669
12201,723,1784,120,0.570203
12301,744,1641,133,0.57326
12401,700,1663,137,0.55475
12501,735,1716,142,0.531578
12601,704,1650,133,0.586019
12701,723,1723,136,0.542391
12801,726,1694,139,0.575247
12901,712,1670,118,0.559378
13001,710,1692,134,0.551508
13101,723,1686,127,0.568952
13201,754,1760,132,0.55554
13301,701,1632,133,0.606798
13401,708,1715,127,0.534391
13501,746,1695,139,0.566115
13601,749,1741,148,0.538947
13701,767,1705,147,0.563556
13801,709,1726,127,0.554576
13901,749,1708,131,0.56907
14001,745,1700,141,0.552303
14101,728,1642,142,0.572697
14201,729,1738,134,0.538592
14301,764,1762,145,0.527764
14401,749,1791,137,0.563448
14501,750,1672,135,0.567297
14601,766,1689,142,0.557349
14701,778,1712,142,0.535104
14801,749,1762,149,0.538923
14901,754,1696,146,0.540459
15001,704,1713,157,0.58015
15101,750,1789,145,0.596943
15201,741,1759,150,0.556134
15301,760,1727,147,0.557891
15401,726,1744,156,0.582143
15501,768,1784,150,0.543637
15601,726,1707,157,0.551748
15701,765,1797,154,0.544383
15801,713,1746,148,0.542886
15901,739,1768,152,0.54748
16001,767,1812,163,0.542668
16101,794,1866,156,0.5769
16201,746,1734,149,0.535261
16301,733,1744,153,0.538915
16401,742,1709,142,0.543928
16501,780,1803,142,0.541885
16601,746,1767,155,0.563286
16701,772,1797,155,0.559192
16801,772,1777,161,0.55975
16901,764,1735,158,0.550205
17001,709,1866,161,0.551047
17101,758,1818,163,0.575697
17201,713,1764,148,0.577978
17301,753,1719,165,0.573525
17401,729,1833,165,0.547814
17501,781,1846,165,0.562687
17601,786,1805,156,0.557604
17701,761,1756,159,0.553092
17801,742,1768,156,0.558732
17901,782,1722,153,0.541522
18001,738,1775,159,0.569245
18101,743,1839,140,0.566559
18201,793,1833,160,0.57726
18301,749,1812,157,0.58143
18401,773,1818,165,0.54364
18501,747,1794,162,0.587845
18601,749,1806,165,0.566796
18701,768,1785,159,0.575102
18801,778,1817,161,0.546711
18901,741,1778,160,0.569925
19001,754,1806,154,0.549023
19101,784,1776,163,0.582972
19201,806,1862,158,0.561047
19301,741,1786,162,0.550383
19401,768,1818,163,0.55762
19501,784,1855,156,0.544572
19601,802,1813,160,0.565619
19701,768,1785,147,0.563098
19801,782,1922,170,0.546392
19901,796,1879,169,0.555174
20001,763,1803,169,0.548407
20101,801,1871,171,0.561984
20201,725,1841,155,0.568861
20301,766,1829,172,0.539058
20401,784,1860,173,0.5631
20501,755,1906,165,0.55536
20601,777,1804,175,0.575528
20701,772,1859,166,0.580175
20801,796,1840,167,0.563336
20901,761,1798,190,0.57029
21001,802,1852,172,0.56265
21101,786,1751,176,0.552875
21201,786,1819,169,0.549817
21301,756,1858,174,0.555068
21401,757,1803,181,0.552297
21501,786,1734,183,0.556514
21601,760,1845,181,0.554097
21701,773,1818,179,0.539881
21801,801,1838,171,0.564363
21901,753,1777,178,0.566016
22001,792,1905,172,0.554433
22101,788,1842,178,0.553737
22201,789,1835,190,0.569208
22301,760,1853,188,0.556349
22401,788,1900,178,0.549453
22501,749,1863,195,0.571937
22601,763,1804,183,0.553851
22701,761,1928,177,0.555164
22801,778,1805,182,0.537812
22901,728,1802,190,0.555736
23001,754,1823,190,0.563718
23101,775,1873,185,0.547053
23201,805,1958,196,0.573209
23301,780,1883,188,0.544869
23401,794,1930,175,0.565433
23501,785,1959,183,0.532649
23601,793,1944,176,0.547934
23701,803,1947,191,0.570895
23801,816,1923,195,0.547781
23901,802,1907,195,0.534004
24001,765,1866,181,0.549613
24101,781,1913,200,0.546314
24201,800,1949,191,0.535744
24301,804,1887,204,0.572266
24401,782,1919,186,0.55875
24501,773,1854,194,0.55697
24601,764,1902,186,0.554257
24701,751,1838,196,0.578331
24801,762,1946,196,0.533858
24901,789,1933,191,0.558546
25001,812,1923,191,0.572358
25101,793,1970,186,0.550037
25201,752,1855,199,0.57383
25301,771,1879,191,0.540981
25401,811,1959,187,0.548815
25501,748,1854,189,0.554432
25601,752,1848,200,0.55551
25701,804,1888,193,0.562625
25801,769,1835,203,0.547995
25901,785,1917,193,0.566031
26001,779,1912,181,0.565898
26101,791,1938,187,0.559273
26201,782,1931,202,0.544815
26301,790,1927,197,0.568669
26401,809,1888,196,0.558286
26501,812,1888,196,0.567419
26601,808,1996,203,0.548731
26701,791,1872,204,0.542318
26801,805,1956,194,0.546844
26901,796,1967,196,0.556993
27001,779,1962,200,0.520433
27101,820,1944,212,0.54866
27201,831,1961,211,0.549738
27301,799,1941,202,0.540033
27401,794,1904,205,0.520481
27501,806,1931,205,0.530222
27601,824,1952,209,0.577809
27701,781,1931,218,0.573623
27801,789,1861,198,0.562264
27901,785,1862,202,0.539383
28001,780,1932,204,0.581726
28101,809,1897,212,0.589537
28201,808,2006,211,0.553874
28301,802,1977,208,0.540049
28401,795,1969,205,0.534957
28501,821,1923,211,0.546146
28601,788,1971,219,0.580633
28701,787,1981,219,0.535364
28801,797,1970,209,0.563202
28901,783,1892,213,0.552521
29001,804,1960,224,0.570429
29101,813,1912,218,0.571401
29201,785,1864,209,0.551222
29301,764,1853,216,0.577403
29401,742,1931,216,0.53548
29501,780,1987,215,0.54304
29601,808,1991,203,0.555735
29701,783,1991,211,0.542289
29801,798,2003,209,0.557024
29901,789,1904,208,0.5599
30001,776,1909,211,0.563904
30101,813,2003,205,0.54837
30201,780,1901,222,0.557427
30301,830,1967,228,0.561903
30401,807,2049,215,0.565702
30501,805,2014,225,0.555968
30601,798,1900,224,0.563482
30701,821,1885,229,0.550263
30801,772,1979,227,0.571972
30901,774,1926,221,0.573738
31001,830,2000,231,0.554817
31101,785,2032,225,0.528453
31201,770,1922,224,0.57192
31301,815,1949,241,0.561614
31401,846,2022,243,0.532943
31501,802,1936,241,0.565165
31601,781,2062,233,0.551941
31701,841,2014,223,0.540937
31801,762,1918,224,0.542548
31901,811,1953,214,0.558744
32001,804,1996,221,0.57259
32101,804,1959,234,0.568925
32201,807,1944,227,0.579684
32301,841,1993,222,0.551217
32401,790,1992,243,0.549903
32501,850,2012,232,0.568338
32601,768,2066,229,0.548709
32701,802,1980,225,0.585465
32801,767,1971,228,0.556808
32901,751,1885,221,0.557381
33001,815,1936,227,0.578025
33101,823,2064,234,0.537121
33201,858,2078,237,0.546575
33301,820,1973,236,0.559432
33401,824,2038,236,0.557249
33501,798,1979,238,0.565741
33601,863,1966,250,0.561517
33701,815,2056,231,0.568603
33801,812,1956,252,0.563202
33901,826,2070,235,0.538717
34001,822,2075,228,0.558523
34101,821,2082,242,0.548151
34201,826,2041,240,0.574273
34301,835,2046,237,0.583985
34401,845,2133,243,0.567041
34501,873,2012,244,0.567514
34601,836,2023,245,0.57071
34701,833,2100,245,0.536113
34801,865,2143,252,0.540902
34901,817,2048,254,0.570164
35001,849,2119,257,0.536246
35101,842,2089,246,0.574061
35201,829,2034,230,0.546006
35301,812,2056,249,0.543743
35401,860,2150,257,0.539265
35501,834,2034,249,0.551498
35601,858,2109,240,0.555562
35701,833,2087,254,0.545174
35801,830,2006,257,0.565417
35901,828,2116,243,0.539877
36001,837,2098,251,0.565414
36101,879,2092,250,0.548948
36201,876,2058,243,0.592967
36301,861,2027,251,0.567203
36401,824,2008,269,0.553993
36501,869,2060,260,0.557989
36601,877,2069,252,0.555835
36701,864,2149,253,0.551525
36801,893,2074,247,0.549669
36901,847,2044,247,0.570238
37001,865,2143,262,0.537927
37101,835,2088,266,0.542782
37201,761,2048,264,0.529812
37301,831,2064,257,0.557604
37401,851,2036,255,0.550041
37501,819,2054,250,0.574723
37601,836,2132,251,0.551472
37701,842,2100,246,0.534077
37801,874,2112,250,0.569407
37901,888,2090,257,0.570252
38001,789,2029,276,0.529647
38101,824,2091,251,0.54575
38201,846,2024,248,0.589159
38301,857,2066,258,0.554154
38401,827,2096,255,0.570799
38501,806,2107,264,0.547992
38601,847,2148,272,0.569422
38701,818,2199,258,0.552314
38801,861,2088,256,0.553473
38901,835,2139,257,0.576932
39001,841,2044,266,0.569917
39101,862,2138,259,0.56014
39201,849,2103,271,0.562487
39301,855,2102,258,0.574035
39401,826,2158,277,0.544166
39501,791,2073,262,0.543355
39601,858,2103,258,0.534837
39701,820,2110,264,0.586076
39801,817,2136,263,0.565747
39901,828,2105,269,0.562493
40001,873,2093,258,0.558706
40101,869,2117,259,0.538352
40201,823,2164,257,0.567288
40301,852,2126,270,0.555164
40401,819,2138,270,0.534319
40501,831,2093,283,0.563442
40601,851,2130,283,0.542528
40701,838,2158,280,0.552131
40801,848,2168,274,0.545727
40901,848,2107,273,0.539179
41001,888,2180,266,0.570851
41101,831,2140,278,0.537194
41201,841,2173,278,0.537232
41301,827,2145,280,0.5375
41401,895,2192,285,0.563227
41501,857,2090,288,0.578605
41601,876,2168,284,0.553312
41701,901,2132,287,0.575864
41801,831,2111,280,0.544402
41901,834,2059,273,0.574289
42001,856,2206,281,0.546702
42101,851,2179,283,0.568449
42201,830,2052,280,0.553531
42301,830,2075,284,0.58088
42401,868,2185,284,0.559214
42501,853,2195,289,0.601468
42601,881,2154,274,0.536387
42701,876,2209,286,0.558013
42801,860,2223,282,0.543533
42901,832,2185,285,0.564727
43001,890,2228,289,0.557581
43101,837,2192,299,0.54069
43201,880,2216,283,0.55465
43301,842,2266,300,0.565519
43401,829,2115,289,0.570911
43501,906,2164,294,0.553716
43601,868,2137,282,0.535478
43701,906,2275,302,0.568851
43801,863,2197,295,0.542944
43901,877,2157,300,0.554133
44001,866,2158,300,0.541245
44101,870,2120,293,0.57257
44201,899,2206,290,0.554853
44301,868,2269,301,0.537647
44401,896,2221,300,0.567675
44501,887,2262,306,0.568666
44601,911,2283,305,0.546786
44701,888,2201,305,0.568957
44801,909,2248,301,0.545442
44901,878,2268,313,0.535028
45001,890,2178,311,0.568894
45101,883,2213,300,0.576746
45201,882,2255,304,0.539941
45301,885,2286,303,0.573383
45401,887,2277,306,0.553739
45501,889,2327,304,0.543382
45601,882,2298,318,0.555847
45701,937,2264,320,0.580743
45801,884,2281,311,0.540492
45901,919,2227,317,0.547648
46001,899,2355,324,0.559705
46101,897,2284,324,0.544246
46201,867,2196,322,0.546221
46301,927,2307,323,0.5546
46401,870,2223,329,0.561279
46501,958,2356,318,0.546203
46601,876,2289,313,0.557036
46701,886,2264,320,0.552197
46801,913,2242,310,0.558495
46901,889,2292,319,0.559457
47001,954,2414,322,0.542581
47101,932,2366,311,0.564826
47201,907,2298,322,0.568645
47301,936,2247,325,0.55873
47401,901,2351,315,0.53941
47501,951,2408,313,0.543524
47601,890,2219,323,0.564921
47701,938,2305,318,0.547594
47801,868,2315,308,0.544632
47901,898,2337,305,0.57504
48001,903,2279,316,0.563549
48101,883,2296,325,0.541727
48201,960,2356,334,0.562518
48301,901,2347,334,0.537609
48401,916,2297,334,0.562034
48501,926,2391,340,0.544438
48601,915,2325,339,0.565869
48701,930,2273,329,0.561388
48801,922,2328,330,0.539373
48901,918,2358,332,0.560314
49001,908,2284,332,0.548219
49101,891,2314,316,0.582726
49201,865,2267,318,0.562326
49301,932,2426,337,0.542798
49401,870,2249,327,0.566151
49501,949,2382,325,0.528345
49601,884,2348,329,0.541906
49701,952,2405,333,0.527461
49801,875,2395,333,0.558758
49901,945,2437,343,0.545784
