cycle,Population_size,Deleterious_muts,Beneficial_muts,Mean_fitness
31001,793,1849,189,0.553142
31101,792,1901,199,0.572008
31201,768,1892,198,0.588259
31301,790,1876,199,0.531563
31401,807,1877,189,0.561272
31501,813,1941,194,0.556603
31601,771,1823,183,0.562376
31701,772,1857,202,0.544259
31801,728,1835,203,0.55298
31901,785,1927,203,0.507023
32001,785,1985,210,0.544254
32101,784,1999,206,0.529356
32201,821,1866,206,0.567329
32301,806,1838,196,0.541147
32401,799,1903,207,0.564442
32501,792,1936,210,0.535264
32601,772,1871,216,0.572605
32701,777,1961,209,0.55486
32801,809,1971,214,0.567215
32901,790,1907,216,0.587256
33001,770,1966,219,0.55839
33101,779,1930,215,0.563248
33201,828,1981,208,0.564368
33301,799,1910,198,0.566421
33401,805,1995,202,0.553497
33501,824,1959,213,0.54246
33601,794,1843,211,0.566816
33701,824,1941,203,0.5479
33801,801,1903,206,0.559646
33901,803,1928,220,0.559565
34001,780,1868,211,0.555804
34101,815,1902,217,0.573518
34201,818,1978,218,0.586272
34301,821,1945,217,0.535718
34401,782,2026,201,0.542244
34501,772,1969,227,0.550017
34601,794,1997,221,0.536572
34701,801,2016,206,0.553995
34801,754,1952,214,0.561182
34901,778,1915,208,0.558881
35001,822,1998,219,0.549864
35101,776,1955,225,0.557638
35201,808,2007,212,0.579394
35301,785,1992,212,0.544419
35401,801,1984,221,0.56098
35501,801,2011,209,0.530286
35601,802,1911,215,0.545427
35701,804,1953,230,0.529746
35801,797,1903,222,0.559669
35901,802,1959,227,0.56633
36001,802,1988,225,0.560348
36101,828,1950,229,0.56833
36201,793,1916,224,0.55188
36301,783,1960,232,0.553201
36401,797,1984,221,0.536015
36501,786,1937,226,0.552391
36601,819,1983,229,0.551881
36701,784,1970,235,0.555232
36801,788,2021,241,0.521059
36901,820,2029,243,0.542887
37001,821,2006,244,0.557069
37101,829,2070,236,0.541915
37201,779,1996,227,0.580008
37301,799,1915,243,0.562421
37401,808,1958,239,0.554653
37501,819,2027,233,0.565124
37601,848,2007,255,0.540957
37701,775,1856,239,0.549857
37801,809,1997,243,0.545797
37901,823,2003,241,0.553744
38001,795,1964,249,0.58403
38101,799,2032,251,0.584563
38201,839,2051,253,0.55018
38301,844,2003,248,0.523468
38401,844,2092,257,0.557937
38501,821,1959,256,0.579395
38601,789,1945,244,0.553136
38701,863,2005,261,0.553182
38801,821,2048,243,0.546361
38901,829,2102,255,0.54607
39001,792,2083,254,0.546344
39101,812,2021,254,0.565403
39201,869,2051,254,0.533524
39301,842,2018,254,0.58827
39401,774,1928,256,0.561635
39501,846,1950,256,0.561018
39601,820,2038,252,0.534419
39701,853,2059,253,0.544825
39801,809,2018,243,0.543992
39901,814,2009,251,0.562793
40001,825,2038,254,0.543141
40101,834,2027,258,0.559605
40201,811,1960,251,0.5679
40301,828,2073,254,0.547822
40401,832,2044,256,0.559164
40501,845,2037,260,0.564915
40601,836,2079,267,0.537399
40701,838,2108,246,0.543014
40801,865,2044,259,0.56672
40901,851,2148,262,0.560987
41001,805,2043,250,0.570109
41101,845,2123,254,0.536166
41201,814,2039,253,0.570835
41301,783,2036,244,0.560965
41401,832,2123,260,0.535748
41501,842,2131,269,0.578379
41601,792,1924,269,0.59369
41701,830,2050,269,0.571891
41801,890,2084,259,0.563418
41901,817,2060,278,0.542045
42001,799,1987,272,0.556689
42101,857,2026,265,0.5729
42201,837,2130,265,0.577623
42301,836,1986,267,0.573564
42401,865,2135,257,0.540634
42501,841,2107,262,0.558726
42601,886,2080,267,0.56603
42701,856,2079,262,0.560789
42801,845,2072,265,0.559077
42901,873,2111,275,0.553809
43001,822,2097,272,0.538428
43101,859,2081,266,0.566377
43201,824,2115,256,0.558882
43301,787,2053,258,0.550227
43401,823,2122,262,0.575496
43501,863,2135,258,0.553844
43601,831,2161,264,0.533029
43701,869,2021,260,0.541574
43801,841,2050,259,0.56384
43901,812,2133,255,0.558198
44001,828,2107,255,0.555294
44101,855,2097,255,0.548601
44201,822,2078,255,0.560165
44301,845,2147,262,0.546258
44401,862,2167,275,0.564276
44501,855,2056,270,0.549058
44601,830,2078,261,0.554703
44701,862,2117,278,0.554313
44801,853,2037,263,0.581611
44901,834,2089,267,0.546754
45001,855,2086,267,0.541084
45101,832,2122,272,0.561286
45201,889,2169,280,0.542651
45301,798,2075,270,0.542435
45401,816,2084,277,0.536685
45501,832,2130,274,0.56774
45601,834,2148,269,0.553665
45701,825,2022,269,0.58901
45801,850,2137,283,0.564034
45901,854,2208,276,0.528138
46001,870,2117,284,0.572563
46101,827,2167,269,0.544882
46201,851,2127,278,0.5801
46301,844,2146,278,0.560006
46401,828,2093,265,0.562021
46501,889,2214,276,0.548668
46601,827,2099,273,0.538804
46701,848,2128,272,0.553016
46801,911,2187,265,0.55417
46901,817,2133,274,0.575158
47001,884,2190,273,0.527339
47101,918,2172,280,0.557394
47201,855,2211,272,0.559862
47301,843,2217,271,0.54744
47401,875,2203,271,0.554183
47501,859,2140,280,0.554488
47601,873,2108,290,0.569947
47701,883,2102,294,0.559201
47801,871,2187,289,0.575035
47901,846,2181,293,0.572455
48001,883,2163,288,0.531536
48101,840,2096,287,0.541004
48201,862,2147,284,0.557563
48301,891,2140,293,0.579205
48401,826,2171,287,0.555111
48501,853,2196,292,0.540074
48601,815,2134,283,0.564194
48701,870,2183,281,0.551883
48801,872,2126,280,0.559094
48901,893,2213,286,0.563152
49001,884,2130,276,0.569974
49101,881,2298,290,0.554058
49201,844,2193,287,0.539827
49301,890,2251,282,0.529662
49401,849,2186,287,0.516142
49501,910,2235,300,0.561078
49601,903,2197,306,0.5738
49701,846,2226,290,0.538997
49801,863,2226,297,0.549287
49901,909,2240,301,0.560828
